SCHOOL-LEVEL TEST-BY-TEST PASS AND PASS ADVANCED,,,,,,8/10/2015,,
DIVISION,SCHOOL,SUBJECT,GRADE,TEST,PASS 2013-2014,PASS 2014-2015,ADVANCED 2013-2014,ADVANCED 2014-2015
Washington County ,John S. Battle High,History and Social Sciences,End of Course,World History I,93,97,14,15
Washington County ,John S. Battle High,History and Social Sciences,End of Course,World History II,83,94,14,3
Washington County ,John S. Battle High,Mathematics,End of Course,Algebra I,72,77,3,1
Washington County ,John S. Battle High,Mathematics,End of Course,Algebra II,67,95,8,7
Washington County ,John S. Battle High,Mathematics,End of Course,Geometry,72,82,0,4
Washington County ,John S. Battle High,Science,End of Course,Biology,92,90,5,4
Washington County ,John S. Battle High,Science,End of Course,Chemistry,80,98,5,5
Washington County ,John S. Battle High,Science,End of Course,Earth Science,96,94,4,15
Washington County ,Meadowview Elementary,English: Reading,Gr 3,English Reading,61,79,13,23
Washington County ,Meadowview Elementary,English: Reading,Gr 4,English Reading,82,78,15,16
Washington County ,Meadowview Elementary,English: Reading,Gr 5,English Reading,79,85,14,28
Washington County ,Meadowview Elementary,History and Social Sciences,Content Specific,VA Studies,93,76,50,21
Washington County ,Meadowview Elementary,Mathematics,Gr 3,Mathematics,55,71,9,15
Washington County ,Meadowview Elementary,Mathematics,Gr 4,Mathematics,68,79,16,14
Washington County ,Meadowview Elementary,Mathematics,Gr 5,Mathematics,79,89,31,35
Washington County ,Meadowview Elementary,Science,Gr 5,Science,89,83,21,27
Washington County ,Patrick Henry High,English: Reading,End of Course,English Reading,93,87,10,2
Washington County ,Patrick Henry High,English: Writing,End of Course,Writing,83,72,12,19
Washington County ,Patrick Henry High,History and Social Sciences,End of Course,VA & US History,91,92,12,6
Washington County ,Patrick Henry High,History and Social Sciences,End of Course,World History I,96,100,26,37
Washington County ,Patrick Henry High,History and Social Sciences,End of Course,World History II,97,99,18,24
Washington County ,Patrick Henry High,Mathematics,End of Course,Algebra I,84,89,0,0
Washington County ,Patrick Henry High,Mathematics,End of Course,Algebra II,90,100,12,23
Washington County ,Patrick Henry High,Mathematics,End of Course,Geometry,86,83,6,6
Washington County ,Patrick Henry High,Science,End of Course,Biology,94,88,5,16
Washington County ,Patrick Henry High,Science,End of Course,Chemistry,90,84,10,5
Washington County ,Patrick Henry High,Science,End of Course,Earth Science,92,95,19,18
Washington County ,Rhea Valley Elementary,English: Reading,Gr 3,English Reading,63,85,9,22
Washington County ,Rhea Valley Elementary,English: Reading,Gr 4,English Reading,72,76,19,15
Washington County ,Rhea Valley Elementary,English: Reading,Gr 5,English Reading,74,85,6,32
Washington County ,Rhea Valley Elementary,History and Social Sciences,Content Specific,VA Studies,89,81,56,30
Washington County ,Rhea Valley Elementary,Mathematics,Gr 3,Mathematics,58,74,3,23
Washington County ,Rhea Valley Elementary,Mathematics,Gr 4,Mathematics,79,82,18,19
Washington County ,Rhea Valley Elementary,Mathematics,Gr 5,Mathematics,62,81,9,28
Washington County ,Rhea Valley Elementary,Science,Gr 5,Science,70,85,11,26
Washington County ,Valley Institute Elementary,English: Reading,Gr 3,English Reading,77,75,11,16
Washington County ,Valley Institute Elementary,English: Reading,Gr 4,English Reading,78,94,18,16
Washington County ,Valley Institute Elementary,English: Reading,Gr 5,English Reading,71,79,5,27
Washington County ,Valley Institute Elementary,History and Social Sciences,Content Specific,VA Studies,93,92,38,33
Washington County ,Valley Institute Elementary,Mathematics,Gr 3,Mathematics,53,60,7,10
Washington County ,Valley Institute Elementary,Mathematics,Gr 4,Mathematics,93,94,24,16
Washington County ,Valley Institute Elementary,Mathematics,Gr 5,Mathematics,90,96,14,35
Washington County ,Valley Institute Elementary,Science,Gr 5,Science,80,96,7,29
Washington County ,Wallace Middle,English: Reading,Gr 6,English Reading,79,81,17,11
Washington County ,Wallace Middle,English: Reading,Gr 7,English Reading,71,90,8,12
Washington County ,Wallace Middle,English: Reading,Gr 8,English Reading,72,78,6,3
Washington County ,Wallace Middle,English: Writing,Gr 8,Writing,69,69,9,7
Washington County ,Wallace Middle,History and Social Sciences,Content Specific,Civics & Econ,76,87,21,21
Washington County ,Wallace Middle,History and Social Sciences,End of Course,Geography,88,84,6,9
Washington County ,Wallace Middle,Mathematics,Gr 6,Mathematics,79,93,14,16
Washington County ,Wallace Middle,Mathematics,Gr 7,Mathematics,51,55,0,0
Washington County ,Wallace Middle,Mathematics,Gr 8,Mathematics,76,75,2,3
Washington County ,Wallace Middle,Mathematics,End of Course,Algebra I,100,100,5,2
Washington County ,Wallace Middle,Science,Gr 8,Science,82,76,9,1
Washington County ,Watauga Elementary,English: Reading,Gr 3,English Reading,85,95,23,30
Washington County ,Watauga Elementary,English: Reading,Gr 4,English Reading,91,97,35,32
Washington County ,Watauga Elementary,English: Reading,Gr 5,English Reading,88,96,24,38
Washington County ,Watauga Elementary,History and Social Sciences,Content Specific,VA Studies,97,99,70,76
Washington County ,Watauga Elementary,Mathematics,Gr 3,Mathematics,82,94,20,27
Washington County ,Watauga Elementary,Mathematics,Gr 4,Mathematics,91,98,43,56
Washington County ,Watauga Elementary,Mathematics,Gr 5,Mathematics,88,97,36,61
Washington County ,Watauga Elementary,Science,Gr 5,Science,84,98,30,52
Waynesboro City ,Berkeley Glenn Elementary,English: Reading,Gr 3,English Reading,63,82,11,13
Waynesboro City ,Berkeley Glenn Elementary,English: Reading,Gr 4,English Reading,72,70,15,26
Waynesboro City ,Berkeley Glenn Elementary,English: Reading,Gr 5,English Reading,68,73,17,11
Waynesboro City ,Berkeley Glenn Elementary,History and Social Sciences,Content Specific,VA Studies,89,84,52,40
Waynesboro City ,Berkeley Glenn Elementary,Mathematics,Gr 3,Mathematics,62,73,11,18
Waynesboro City ,Berkeley Glenn Elementary,Mathematics,Gr 4,Mathematics,75,77,25,34
Waynesboro City ,Berkeley Glenn Elementary,Mathematics,Gr 5,Mathematics,83,70,28,14
Waynesboro City ,Berkeley Glenn Elementary,Science,Gr 5,Science,76,69,20,11
Waynesboro City ,Kate Collins Middle,English: Reading,Gr 6,English Reading,63,68,12,18
Waynesboro City ,Kate Collins Middle,English: Reading,Gr 7,English Reading,67,71,17,10
Waynesboro City ,Kate Collins Middle,English: Reading,Gr 8,English Reading,62,64,4,9
Waynesboro City ,Kate Collins Middle,English: Writing,Gr 8,Writing,56,58,6,10
Waynesboro City ,Kate Collins Middle,History and Social Sciences,Content Specific,Civics & Econ,77,78,21,19
Waynesboro City ,Kate Collins Middle,Mathematics,Gr 6,Mathematics,58,74,1,8
Waynesboro City ,Kate Collins Middle,Mathematics,Gr 7,Mathematics,42,38,2,1
Waynesboro City ,Kate Collins Middle,Mathematics,Gr 8,Mathematics,75,77,7,4
Waynesboro City ,Kate Collins Middle,Mathematics,End of Course,Algebra I,98,97,39,11
Waynesboro City ,Kate Collins Middle,Mathematics,End of Course,Geometry,100,100,44,46
Waynesboro City ,Kate Collins Middle,Science,Gr 8,Science,65,73,7,8
Waynesboro City ,Waynesboro High,English: Reading,Gr 8,English Reading,<,,<,
Waynesboro City ,Waynesboro High,English: Reading,End of Course,English Reading,89,82,6,5
Waynesboro City ,Waynesboro High,English: Writing,End of Course,Writing,76,78,15,17
Waynesboro City ,Waynesboro High,History and Social Sciences,End of Course,VA & US History,75,75,6,6
Waynesboro City ,Waynesboro High,History and Social Sciences,End of Course,World History I,73,68,4,7
Waynesboro City ,Waynesboro High,History and Social Sciences,End of Course,World History II,90,84,12,15
Waynesboro City ,Waynesboro High,Mathematics,End of Course,Algebra I,58,51,0,0
Waynesboro City ,Waynesboro High,Mathematics,End of Course,Algebra II,58,91,10,17
Waynesboro City ,Waynesboro High,Mathematics,End of Course,Geometry,61,63,1,5
Waynesboro City ,Waynesboro High,Science,End of Course,Biology,77,80,6,10
Waynesboro City ,Waynesboro High,Science,End of Course,Chemistry,93,84,12,9
Waynesboro City ,Waynesboro High,Science,End of Course,Earth Science,74,68,5,5
Waynesboro City ,Wenonah Elementary,English: Reading,Gr 3,English Reading,38,66,0,8
Waynesboro City ,Wenonah Elementary,English: Reading,Gr 4,English Reading,44,53,3,3
Waynesboro City ,Wenonah Elementary,English: Reading,Gr 5,English Reading,46,68,0,3
Waynesboro City ,Wenonah Elementary,History and Social Sciences,Content Specific,VA Studies,63,74,18,3
Waynesboro City ,Wenonah Elementary,Mathematics,Gr 3,Mathematics,50,50,8,0
Waynesboro City ,Wenonah Elementary,Mathematics,Gr 4,Mathematics,54,66,17,8
Waynesboro City ,Wenonah Elementary,Mathematics,Gr 5,Mathematics,50,52,7,18
Waynesboro City ,Wenonah Elementary,Science,Gr 5,Science,50,38,0,9
Waynesboro City ,Westwood Hills Elementary,English: Reading,Gr 3,English Reading,82,73,19,20
Waynesboro City ,Westwood Hills Elementary,English: Reading,Gr 4,English Reading,79,79,24,28
Waynesboro City ,Westwood Hills Elementary,English: Reading,Gr 5,English Reading,82,81,25,30
Waynesboro City ,Westwood Hills Elementary,History and Social Sciences,Content Specific,VA Studies,94,92,63,63
Waynesboro City ,Westwood Hills Elementary,Mathematics,Gr 3,Mathematics,86,67,22,23
Waynesboro City ,Westwood Hills Elementary,Mathematics,Gr 4,Mathematics,93,91,39,24
Waynesboro City ,Westwood Hills Elementary,Mathematics,Gr 5,Mathematics,82,82,41,27
Waynesboro City ,Westwood Hills Elementary,Science,Gr 5,Science,82,78,19,21
Waynesboro City ,William Perry Elementary,English: Reading,Gr 3,English Reading,64,64,11,6
Waynesboro City ,William Perry Elementary,English: Reading,Gr 4,English Reading,54,83,10,20
Waynesboro City ,William Perry Elementary,English: Reading,Gr 5,English Reading,72,61,15,11
Waynesboro City ,William Perry Elementary,History and Social Sciences,Content Specific,VA Studies,77,61,20,11
Waynesboro City ,William Perry Elementary,Mathematics,Gr 3,Mathematics,57,56,12,12
Waynesboro City ,William Perry Elementary,Mathematics,Gr 4,Mathematics,57,76,10,22
Waynesboro City ,William Perry Elementary,Mathematics,Gr 5,Mathematics,81,59,22,19
Waynesboro City ,William Perry Elementary,Science,Gr 5,Science,64,51,9,6
West Point ,West Point Elementary,English: Reading,Gr 3,English Reading,90,88,18,26
West Point ,West Point Elementary,English: Reading,Gr 4,English Reading,88,100,28,33
West Point ,West Point Elementary,English: Reading,Gr 5,English Reading,84,96,18,46
West Point ,West Point Elementary,History and Social Sciences,Content Specific,VA Studies,95,100,51,70
West Point ,West Point Elementary,Mathematics,Gr 3,Mathematics,94,93,22,37
West Point ,West Point Elementary,Mathematics,Gr 4,Mathematics,96,100,32,31
West Point ,West Point Elementary,Mathematics,Gr 5,Mathematics,92,98,15,57
West Point ,West Point Elementary,Science,Gr 5,Science,87,98,19,47
West Point ,West Point High,English: Reading,End of Course,English Reading,100,100,21,2
West Point ,West Point High,English: Writing,End of Course,Writing,99,98,29,27
West Point ,West Point High,History and Social Sciences,End of Course,Geography,99,97,18,21
West Point ,West Point High,History and Social Sciences,End of Course,VA & US History,100,98,31,32
West Point ,West Point High,History and Social Sciences,End of Course,World History I,100,100,33,42
West Point ,West Point High,Mathematics,End of Course,Algebra I,100,87,4,3
West Point ,West Point High,Mathematics,End of Course,Algebra II,100,98,48,46
West Point ,West Point High,Mathematics,End of Course,Geometry,96,95,11,0
West Point ,West Point High,Science,End of Course,Biology,100,100,28,22
West Point ,West Point High,Science,End of Course,Chemistry,98,100,15,37
West Point ,West Point High,Science,End of Course,Earth Science,97,97,20,9
West Point ,West Point Middle,English: Reading,Gr 6,English Reading,86,91,14,18
West Point ,West Point Middle,English: Reading,Gr 7,English Reading,90,88,24,28
West Point ,West Point Middle,English: Reading,Gr 8,English Reading,75,95,9,14
West Point ,West Point Middle,English: Writing,Gr 8,Writing,78,79,9,18
West Point ,West Point Middle,History and Social Sciences,Content Specific,Civics & Econ,98,93,37,25
West Point ,West Point Middle,History and Social Sciences,End of Course,World History I,91,98,5,21
West Point ,West Point Middle,Mathematics,Gr 6,Mathematics,82,100,6,0
West Point ,West Point Middle,Mathematics,Gr 7,Mathematics,92,95,8,12
West Point ,West Point Middle,Mathematics,Gr 8,Mathematics,75,84,2,11
West Point ,West Point Middle,Mathematics,End of Course,Algebra I,100,97,14,0
West Point ,West Point Middle,Mathematics,End of Course,Geometry,100,100,22,9
West Point ,West Point Middle,Science,Gr 8,Science,84,96,7,16
West Point ,West Point Middle,Science,End of Course,Earth Science,100,100,22,40
Westmoreland County ,Cople Elementary,English: Reading,Gr 3,English Reading,67,69,15,27
Westmoreland County ,Cople Elementary,English: Reading,Gr 4,English Reading,66,74,7,17
Westmoreland County ,Cople Elementary,English: Reading,Gr 5,English Reading,62,71,8,9
Westmoreland County ,Cople Elementary,History and Social Sciences,Content Specific,VA Studies,91,93,31,52
Westmoreland County ,Cople Elementary,Mathematics,Gr 3,Mathematics,57,63,15,12
Westmoreland County ,Cople Elementary,Mathematics,Gr 4,Mathematics,64,85,9,28
Westmoreland County ,Cople Elementary,Mathematics,Gr 5,Mathematics,60,52,12,5
Westmoreland County ,Cople Elementary,Science,Gr 5,Science,63,78,8,7
Westmoreland County ,Montross Middle,English: Reading,Gr 6,English Reading,70,65,12,9
Westmoreland County ,Montross Middle,English: Reading,Gr 7,English Reading,76,63,8,15
Westmoreland County ,Montross Middle,English: Reading,Gr 8,English Reading,54,73,6,13
Westmoreland County ,Montross Middle,English: Writing,Gr 8,Writing,60,66,8,16
Westmoreland County ,Montross Middle,History and Social Sciences,Content Specific,Civics & Econ,66,64,11,15
Westmoreland County ,Montross Middle,History and Social Sciences,End of Course,World History I,75,84,5,14
Westmoreland County ,Montross Middle,Mathematics,Gr 6,Mathematics,70,77,13,11
Westmoreland County ,Montross Middle,Mathematics,Gr 7,Mathematics,46,68,0,6
Westmoreland County ,Montross Middle,Mathematics,Gr 8,Mathematics,58,73,2,16
Westmoreland County ,Montross Middle,Mathematics,End of Course,Algebra I,100,98,16,8
Westmoreland County ,Montross Middle,Science,Gr 8,Science,71,84,8,12
Westmoreland County ,Washington & Lee High,English: Reading,End of Course,English Reading,81,78,0,6
Westmoreland County ,Washington & Lee High,English: Writing,End of Course,Writing,78,72,8,7
Westmoreland County ,Washington & Lee High,History and Social Sciences,End of Course,VA & US History,86,91,12,16
Westmoreland County ,Washington & Lee High,History and Social Sciences,End of Course,World History I,71,69,6,0
Westmoreland County ,Washington & Lee High,History and Social Sciences,End of Course,World History II,96,95,17,23
Westmoreland County ,Washington & Lee High,Mathematics,End of Course,Algebra I,70,67,2,0
Westmoreland County ,Washington & Lee High,Mathematics,End of Course,Algebra II,75,98,2,21
Westmoreland County ,Washington & Lee High,Mathematics,End of Course,Geometry,61,86,8,4
Westmoreland County ,Washington & Lee High,Science,End of Course,Biology,67,66,2,3
Westmoreland County ,Washington & Lee High,Science,End of Course,Chemistry,85,97,6,5
Westmoreland County ,Washington & Lee High,Science,End of Course,Earth Science,63,73,3,2
Westmoreland County ,Washington District Elementary,English: Reading,Gr 3,English Reading,63,68,9,18
Westmoreland County ,Washington District Elementary,English: Reading,Gr 4,English Reading,61,75,22,15
Westmoreland County ,Washington District Elementary,English: Reading,Gr 5,English Reading,65,68,12,18
Westmoreland County ,Washington District Elementary,History and Social Sciences,Content Specific,VA Studies,87,86,50,33
Westmoreland County ,Washington District Elementary,Mathematics,Gr 3,Mathematics,62,58,15,12
Westmoreland County ,Washington District Elementary,Mathematics,Gr 4,Mathematics,85,81,32,13
Westmoreland County ,Washington District Elementary,Mathematics,Gr 5,Mathematics,67,77,23,20
Westmoreland County ,Washington District Elementary,Science,Gr 5,Science,78,78,12,13
Williamsburg-James City County ,Berkeley Middle,English: Reading,Gr 6,English Reading,74,73,14,18
Williamsburg-James City County ,Berkeley Middle,English: Reading,Gr 7,English Reading,77,81,19,26
Williamsburg-James City County ,Berkeley Middle,English: Reading,Gr 8,English Reading,73,81,11,14
Williamsburg-James City County ,Berkeley Middle,English: Writing,Gr 8,Writing,71,78,16,21
